topic,keyword,short_text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Sailor,"In 1758, Samuel Johnson noted that the itch of scribbling had seized the nation. 'The rage of writing has seized the old and young' across all segments of society, he observed, so that now 'the cook warbles her lyrics in the kitchen, and the thrasher vociferates his heroics in the barn.' Johnson's observation drew attention to an important development in the eighteenth century literary world: the emergence of the labouring class writer. Over the course of the century increasing numbers of agricultural labourers, household servants, bricklayers, shoemakers, milkmaids, soldiers and sailors not only tool up writing, but also published their work, and, in some cases, made a significant impact on contemporary literary culture. This collection of resources looks at these writers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Sailor,"The grade level is 6.4 according to the Flesch-Kincaid  readability analysis.Editorial ReviewA “Gripping Account” —The Wall Street JournalFlorence Harper was the first American female journalist in Petrograd. Sure that trouble was coming, she waited “as I would for a circus parade.” From the women’s bread protests of the heady first days when the mob seemed “good-natured” to the later horror of the “Marseillaise”-singing crowds being mowed down by machine guns, she remained undaunted, repeatedly returning to the streets despite the dangers she courted daily. She searched the morgues so that she could do a story on the victims. ‘‘I did not wait to count the coffins. It was too harrowing,” she reports. She did watch the hated police being thrown off roofs and also ran the gantlet of the mutinous Kronstadt sailors, who she recalls “all looked like cutthroats.” Allied officers at her hotel smashed the contents of its cellars till they were “literally knee deep in everything from champagne to vodka” to prevent the mob from getting at them. The stoicism and sympathy with which she endured it all shine forth from this gripping account.Helen Rappaport, The Wall Street Journal, January 28, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Sailor,"This extract from Ovid's 'Theban History' recounts the confrontation of Pentheus, king of Thebes, with his divine cousin, Bacchus, the god of wine. Notwithstanding the warnings of the seer Tiresias and the cautionary tale of a character Acoetes (perhaps Bacchus in disguise), who tells of how the god once transformed a group of blasphemous sailors into dolphins, Pentheus refuses to acknowledge the divinity of Bacchus or allow his worship at Thebes. Enraged, yet curious to witness the orgiastic rites of the nascent cult, Pentheus conceals himself in a grove on Mt. Cithaeron near the locus of the ceremonies. But in the course of the rites he is spotted by the female participants who rush upon him in a delusional frenzy, his mother and sisters in the vanguard, and tear him limb from limb.The episode abounds in themes of abiding interest, not least the clash between the authoritarian personality of Pentheus, who embodies 'law and order', masculine prowess, and the martial ethos of his city, and Bacchus, a somewhat effeminate god of orgiastic excess, who revels in the delusional and the deceptive, the transgression of boundaries, and the blurring of gender distinctions.This course book offers a wide-ranging introduction, the original Latin text, study aids with vocabulary, and an extensive commentary. Designed to stretch and stimulate readers, Gildenhard and Zissos's incisive commentary will be of particular interest to students of Latin at AS and undergraduate level. It extends beyond detailed linguistic analysis to encourage critical engagement with Ovid's poetry and discussion of the most recent scholarly thought.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Sailor,"By the 1830s, independence movements reduced Spain’s colonies to Cuba and Puerto Rico in the Caribbean, the Philippines, and several smaller islands in the western Pacific Ocean including Guam, the Marianas, and the Marshall Islands.At the same time, the United States was increasing its global diplomatic presence and economic power, warning European countries throughout the 19th century from attempting to recolonize countries in the Western Hemisphere.Meanwhile, the American public read newspaper reports of severe Spanish treatment of revolutionaries in Cuba and the Philippines. Many in the United States wanted to go to war against Spain because of these atrocities, and others wanted to use it as an excuse to expand America’s territory. Some wanted to help Cuba become a free and independent country while some wanted the United States to replace Spain and take control over Cuba, as well as the Philippines, to increase its global military and economic power. All could agree that America’s commercial investments in the regions must be protected.The United States sent the USS Maine battleship to Havana Harbor to protect its citizens and interests in the Spanish-Cuban conflict. On the night of February 15, 1898, an explosion rocked the ship which eventually sank, killing 266 sailors.While unclear if this was an attack or accident, the press in the United States blamed Spain immediately, and war between the United States and Spain seemed inevitable.Could the Spanish keep a stronghold on their last colonies or will the Cuban and Filipino people gain independence?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,Project to help students develop a more complete understanding of what the American Dream is to them.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"By conducting interviews, sharing and assessing data, and writing papers based on their authentic research, students reach their own conclusions on the meaning of the American Dream.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"I Have a Dream Speech. Martin Luther King's Address at March on Washington, August 28, 1963. Washington, D.C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,This is a one-day close reading activity that would go well with a unit on The Great Gatsby or the American Dream.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"The Folger Shakespeare Library provides the full searchable text of ""A Midsummer Night's Dream"" to read online or download as a PDF. All of the lines are numbered sequentially to make it easier and more convenient to find any line.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"During dreams, the logical part of the brain is shut off, this is for one reason: fun. The point of dreams is to relax and have fun, which is why they are directly tied in with your emotions, because emotion equals fun.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"This lesson extends over several class periods. Students analyze the claim, grounds, warrants, qualifiers and counterclaims in three articles about the American Dream. Students conduct research and find two additional articles about the American Dream. Students then analyze the argument in those articles. Finally, students write their own argument essay about the current state of the American Dream.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"In this lesson, students will revisit the American Dream in Unit 1. In pairs, they will find images and slogans to use as the basis for a collage that represents their view of the American Dream.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"In the first bend of this unit, students will closely read multiple perspectives on the “American Dream” inorder to collect information to use and integrate that information into an evidence-based perspective.Students will examine primary and secondary source documents to make informed decisions aboutwhat information to collect that may inspire their writing about “The American Dream.”In the second bend of this unit, students will engage in a short-research process to create a draft ofargumentative speech on the “American Dream” with a specific purpose, audience, and tone in mind.They will use their inquiry research questions from bend one to begin analyzing search results and citingand gathering relevant, accurate, and credible information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"In this lesson, you will begin to think about the idea of the American Dream, and you'll learn about the project and requirements for this unit.In this lesson, students will begin to think about the idea of the American Dream, and they'll learn about the project and requirements for this unit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,Students use Library of Congress primary sources to examine 19th and 20th century social life in the United States in order to formulate ideas about the American Dream.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"Students who migrated to the USA from Mexico or any other country when they were kids are the learner audience. However, this lesson series can be adapted for other types of learners. Each lesson will take up to 30 minutes. The topic of lesson #1 is social stratification and the American dream. The students will learn about these two concepts. The goals of  lesson #2 are to learn how to create charts and graphs in a PowerPoint after collecting data through interviews and compare/ contrast results with National Survey 2005 NY Times. Lesson #3’s topic is about race as ascribed characteristics and its influence on social mobility. Students will integrate and evaluate information they collected and present their own ideas in discussions. Lesson #4’s topic is how gender can affect people’s ability to climb the economic ladder. During lesson #5 students will present their findings in class and reflect on their experience learning about the topic of the American dream and whether it is achievable or not.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"The resource is a written summary of 'A midsummer night's dream'. I got inspired by a podcast [open education source] published by University of Oxford. Link:http://podcasts.ox.ac.uk/embed/3ef3bcaff469fc8e8b05Embed Code: <iframe width=""640"" height=""400"" src=""http://podcasts.ox.ac.uk/embed/3ef3bcaff469fc8e8b05"" frameborder=""0"" allowfullscreen></iframe>Sudhir Khullar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"Dreams are emotional, not logical, and therefore they don’t directly reflect your thoughts and what you actually believe, but an emotional representation of those thoughts. This means that dreams don’t always reflect what you’re thinking, but more likely what you are feeling.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,This assignment is a webquest. Students research their favorite careers and create a monthly budget to decide whether or not they can live the lifestyle they choose on that occupation's salary.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"This web app is a complete critical edition of MND, which can be viewed as plain text or in a mode with glosses appropriate to students just getting familiar with the play. It has a second mode for more advanced students with textual notes and explorations of mythology and classical allusions. A final mode for performers/experiential learners displays the text showing typographical indications of scansion and rhetoric. The app also includes an interactive mode for memorization drills. The text from all modes is fully printable.The text is accompanied by a full set of features, including:a full cast list and doubling chart,a textual history,a performance history,an essay on performance challenges and opportunities,a guide to practical scansion principles,a resources guide connecting readers to facsimiles and study aides,and a special section covering all the music and dance cues in the show with suggestions and examples.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"Paolo Veronese, The Dream of Saint Helena, c. 1570, oil on canvas, 197.5 x 115.6 cm (The National Gallery, London). Created by Beth Harris and Steven Zucker.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Dreams,"Students will listen to a brief biography, view photographs of the March on Washington, hear a portion of King's ""I Have a Dream"" speech, and discuss what King's words mean to them.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Haunted,Coders use a variety of blocks and sprites to create their own interactive diorama about a haunted house. The purpose of this project is to review creating sprites and triggering algorithms when a sprite is tapped.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Haunted,"In one of literature's most haunting denunciations of censorship, Ray Bradbury uses the materials of science fiction to tell the story of Guy Montag, a fireman forced to burn books. The Big Read Reader's Guide deepens your exploration with interviews, booklists, time lines, and historical information. We hope this guide and syllabus allow you to have fun with your students while introducing them to the work of a great American author.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,Haunted,"Combining stylistic virtuosity with a deep understanding of the darkness of the human heart, Edgar Allan Poe's stories and poems have haunted readers for more than 150 years. The Big Read Readers Guide deepens your exploration with interviews, booklists, timelines, and historical information. We hope this guide and syllabus allow you to have fun with your students while introducing them to the work of a great American author.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
